timestep,ep_rew_mean,ep_len_mean,success_rate,grasp_success_rate,place_success_rate,first_grasp_step_mean,grasp_transitions_mean,max_height_mean,n_episodes
2015232,-68.29151181,700.0,0.0,0.97,0.0,32.73,16.13,0.08057074368057675,100
2023424,-61.058928689999995,700.0,0.0,0.98,0.0,32.62,15.61,0.07931075658952805,100
2031616,-58.69555232,700.0,0.0,0.97,0.0,32.59,15.75,0.07908629590237766,100
2039808,-61.715621500000005,700.0,0.0,0.97,0.0,32.79,16.19,0.07887067913068019,100
2048000,-65.53162929,700.0,0.0,0.97,0.0,34.31,15.71,0.0787874787912131,100
2056192,-67.60108775,700.0,0.0,0.97,0.0,33.31,15.55,0.08067855034811239,100
2064384,-71.21661804000001,700.0,0.0,0.98,0.0,33.03,15.32,0.07991718364800754,100
2072576,-67.25781154,700.0,0.0,0.98,0.0,32.13,15.72,0.08073924698357461,100
2080768,-66.46605168,700.0,0.0,0.98,0.0,33.0,15.83,0.07983448694315086,100
2088960,-65.20936637000001,700.0,0.0,0.98,0.0,32.62,16.21,0.07958678778495579,100
2097152,-66.6473391,700.0,0.0,0.98,0.0,32.49,16.16,0.08005878978135032,100
2105344,-61.01218722000001,700.0,0.0,0.99,0.0,31.07,16.25,0.08083457498878452,100
2113536,-56.04708808000001,700.0,0.0,0.99,0.0,31.3,15.89,0.08024520554793067,100
2121728,-52.41380826,700.0,0.0,0.98,0.0,29.31,15.56,0.0795209392704007,100
2129920,-43.44973482000001,700.0,0.0,0.98,0.0,30.32,15.37,0.07808816621036618,100
2138112,-36.25698047,700.0,0.0,0.99,0.0,30.96,15.65,0.07811366319652845,100
2146304,-38.99607912,700.0,0.0,0.99,0.0,31.91,15.63,0.0778897555960068,100
2154496,-30.423216699999994,700.0,0.0,0.99,0.0,30.17,15.5,0.07782108656814146,100
2162688,-28.925690749999994,700.0,0.0,0.99,0.0,29.81,15.55,0.07793842456860639,100
2170880,-26.42320281,700.0,0.0,0.98,0.0,29.49,14.89,0.07753132968354198,100
2179072,-27.15105838,700.0,0.0,0.98,0.0,29.62,14.59,0.07711558427020032,100
2187264,-24.537256350000003,700.0,0.0,0.98,0.0,29.34,13.82,0.07692963917553579,100
2195456,-21.166792140000002,700.0,0.0,0.99,0.0,28.8,13.9,0.07670554204188922,100
2203648,-19.873377200000004,700.0,0.0,0.99,0.0,27.52,14.19,0.07658992762412534,100
2211840,-22.739956389999996,700.0,0.0,0.99,0.0,27.23,13.58,0.07693142058023238,100
2220032,-18.878593770000005,700.0,0.0,0.99,0.0,25.92,13.84,0.0775668144929692,100
2228224,-18.72393389,700.0,0.0,0.98,0.0,25.66,13.26,0.07713982702396371,100
2236416,-3.0069438300000013,700.0,0.0,0.99,0.0,26.43,13.33,0.07737569898700025,100
2244608,-7.14108419,700.0,0.0,0.99,0.0,26.99,13.76,0.07799992484115176,100
2252800,0.7226294399999997,700.0,0.0,0.99,0.0,26.08,14.4,0.07821977048364948,100
2260992,-2.4993385400000006,700.0,0.0,0.99,0.0,25.43,14.97,0.07867802759022254,100
2269184,-4.979032050000002,700.0,0.0,0.99,0.0,26.65,15.02,0.07847569470844559,100
2277376,-4.52995462,700.0,0.0,0.99,0.0,27.36,15.37,0.07826074408954711,100
2285568,3.447637890000001,700.0,0.0,0.98,0.0,27.3,14.77,0.07779447750781522,100
2293760,8.487232699999996,700.0,0.0,0.99,0.0,28.63,15.49,0.07776677582388011,100
2301952,2.70324473,700.0,0.0,0.99,0.0,27.55,15.19,0.07750803034524147,100
2310144,9.32459633,700.0,0.0,0.99,0.0,27.48,14.52,0.07671472776998488,100
2318336,7.487966280000004,700.0,0.0,0.99,0.0,27.34,14.15,0.07705142784524406,100
2326528,15.848098000000002,700.0,0.0,0.99,0.0,27.36,13.78,0.07705829362446509,100
2334720,18.08809768,700.0,0.0,0.98,0.0,27.53,13.73,0.07699187686051785,100
2342912,25.159977870000002,700.0,0.0,0.98,0.0,26.54,12.94,0.07697581696000108,100
